date,year,month,NDVI_d
2015-01,2015,1,0.6427763287310587
2015-02,2015,2,0.6698058716318762
2015-03,2015,3,0.6799066806339532
2015-04,2015,4,0.6433625085173218
2015-05,2015,5,0.6167866389004525
2015-06,2015,6,0.6351806679267727
2015-07,2015,7,0.5838047401262799
2015-08,2015,8,0.5871539983118951
2015-09,2015,9,0.5969532263390421
2015-10,2015,10,0.607245133441376
2015-11,2015,11,0.6444393888487059
2015-12,2015,12,0.6405808851896053
